Project: Harmful Algal Blooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,9,14,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,2133,7.45,1.56,1.6,1.52,200,0,NaN,0,3.21,0.23,5331,15994,0.94,1.07,0.82,1.22,0,0,0,71.85,25,NaN
2009,9,17,23:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,9596,9596,NaN,NaN,NaN,NaN,3199,0,9596,NaN,25,NaN
2009,9,21,22:00:00,35.17,-120.741,0,Cal Poly Pier,0,1066,2.25,2.96,3.08,2.83,250,1066,NaN,0,2.27,0.17,10663,1066,0.52,0.55,0.49,0.67,0,2133,0,79.77,25,NaN
2009,9,24,21:20:00,35.17,-120.741,0,Cal Poly Pier,0,1066,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,4265,0,NaN,NaN,NaN,NaN,2133,0,0,NaN,25,NaN
2009,9,28,21:50:00,35.17,-120.741,0,Cal Poly Pier,0,4265,0.01,18.45,18.54,18.35,200,0,NaN,0,0.21,0.17,78904,95965,3.19,3.41,2.97,0.23,2133,0,0,76.13,25,NaN
2009,10,1,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,1066,19193,NaN,NaN,NaN,NaN,1066,0,0,NaN,25,NaN
2009,10,5,22:15:00,35.17,-120.741,0,Cal Poly Pier,0,1066,7.79,0.9,0.85,0.94,250,0,0.07,0,10.52,0.54,3199,7464,0.99,0.81,1.17,1.82,1066,0,7464,141.99,25,NaN
2009,10,12,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,27723,3.94,7.67,7.36,7.99,250,0,NaN,0,1.7,0,0,25591,1.93,1.91,1.96,0.93,6398,0,14928,80.65,25,14.2
2009,10,19,21:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.05,2.52,2.46,2.58,250,0,NaN,9596,3.67,0.15,8530,4265,0.73,0.7,0.76,0.93,3199,0,0,NaN,25,NaN
2009,10,26,23:16:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.31,2.62,2.38,2.85,250,0,NaN,1066,7.8,0.39,0,6398,1.11,1.02,1.21,1.65,4265,2133,0,NaN,25,NaN
2009,11,2,23:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.59,14.97,14.27,15.66,250,0,0.05,10663,7.83,0.44,2133,0,1.51,1.9,1.11,1.03,21326,0,25591,NaN,25,NaN
2009,11,9,23:33:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.29,20.4,22.65,18.16,200,0,NaN,74639,3.11,0.42,0,21326,2.56,2.57,2.55,0.77,14928,0,0,55.4,25,NaN
2009,11,16,23:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,7.53,33.68,30.07,37.29,200,0,0.07,10663,9.2,0.52,0,0,7.21,5.19,9.24,1.88,1066,0,0,62.71,25,NaN
2009,11,23,23:35:00,35.17,-120.741,0,Cal Poly Pier,0,2133,4.32,2.84,2.83,2.85,250,0,NaN,4265,12.7,0.59,8530,12795,0.94,0.92,0.96,1.53,17060,0,0,63.84,25,NaN
2009,11,30,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,2133,1.21,4.84,4.49,5.19,250,0,NaN,6398,9.29,0.56,2133,2133,0.83,0.88,0.77,1.12,19193,0,0,88.42,25,NaN
2009,12,7,23:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.51,24.7,25.97,23.43,200,2133,0.17,0,8.07,0.59,0,55446,3.49,3.96,3.02,1.07,36253,0,0,17.51,25,NaN
2009,12,14,23:06:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.83,3.85,3.63,4.06,200,0,NaN,0,8.55,0.54,2133,0,0.7,0.71,0.7,1.19,8530,0,0,16.45,25,NaN
2009,12,21,23:38:00,35.17,-120.741,0,Cal Poly Pier,0,0,4,2.67,2.69,2.66,250,0,NaN,2133,6.73,0.44,0,12795,0.71,0.75,0.67,1.19,2133,0,8530,14.87,25,NaN
2009,12,28,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.68,3.45,3.49,3.4,250,0,NaN,0,9.21,0.54,1066,2133,1.62,1.57,1.67,1.27,3199,0,0,16.08,25,NaN
2010,1,4,22:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.49,11.46,11.63,11.29,250,0,NaN,2133,8.95,0.37,0,25591,2.43,2.49,2.36,1.2,17060,0,0,14.07,25,NaN
2010,1,11,23:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,2,6.26,5.84,6.67,200,2133,NaN,2133,5.18,0.28,4265,8530,1.89,2.1,1.68,0.85,14928,0,0,6.97,25,NaN
2010,1,19,0:25:00,35.17,-120.741,0,Cal Poly Pier,0,1066,2.55,2.45,2.41,2.49,200,0,NaN,0,10.55,0.47,0,2133,2.41,2.44,2.37,1.6,7464,0,0,19.29,25,NaN
2010,1,25,22:50:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.14,0.35,0.32,0.39,200,0,NaN,0,8.32,0.78,0,0,0.57,0.58,0.56,1.32,0,0,0,16.7,25,NaN
2010,2,1,23:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.38,0.43,0.44,0.42,200,0,NaN,0,9.71,0.66,0,2133,0.26,0.29,0.24,1.48,0,0,0,18.96,25,NaN
2010,2,8,23:53:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.04,0.89,0.82,0.96,200,0,0.06,0,9.29,0.54,0,1066,0.82,0.74,0.89,1.24,0,0,0,26.65,25,NaN
2010,2,15,23:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.82,0.43,0.43,0.44,200,0,0.11,0,13.19,0.67,3199,1066,0.66,0.58,0.74,1.17,0,0,0,21.64,25,NaN
2010,2,22,22:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.75,0.99,1,0.99,200,0,NaN,0,9.13,0.35,0,0,0.55,0.56,0.54,0.93,0,0,0,13.93,25,NaN
2010,3,1,19:10:00,35.17,-120.741,0,Cal Poly Pier,0,1066,1.22,1.31,1.43,1.19,200,0,NaN,0,8.09,0.4,3199,4265,0.87,0.87,0.86,0.97,0,0,0,17.26,25,NaN
2010,3,8,19:53:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.81,0.44,0.43,0.44,200,0,0.05,0,10.45,0.48,1066,0,0.65,0.6,0.69,1.05,0,0,0,15.46,25,NaN
2010,3,15,18:48:00,35.17,-120.741,0,Cal Poly Pier,0,1066,0.38,0.41,0.32,0.5,200,0,0.08,0,24.62,0.31,2133,0,0.33,0.27,0.39,1.79,0,0,0,30.1,25,NaN
2010,3,22,19:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.23,3.06,3.02,3.11,200,0,0.04,0,9.56,0.19,130086,0,1.27,1.31,1.24,0.64,0,36253,0,16.57,25,NaN
2010,3,29,22:50:00,35.17,-120.741,0,Cal Poly Pier,0,1066,1.39,1.08,1.1,1.07,200,0,0.06,0,17.54,0.37,2133,7464,0.77,0.79,0.75,1.24,0,0,0,23.3,25,NaN
2010,4,5,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.75,2.78,2.22,2.73,200,0,0.06,0,20.27,0.41,20259,1066,1.66,1.82,1.51,1.43,0,0,0,24.57,25,NaN
2010,4,12,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.29,1.19,1.1,1.27,200,0,NaN,0,7.53,0.16,4265,0,0.73,0.69,0.78,0.81,0,0,0,8.96,25,NaN
2010,4,19,21:23:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.66,1.44,1.41,1.48,200,0,NaN,0,10.6,0.22,0,1066,0.35,0.35,0.36,0.89,0,0,1066,12.15,25,NaN
2010,4,26,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,1066,0.36,2.6,2.71,2.49,200,0,NaN,0,0.36,13.24,17060,0,0.87,0.95,0.79,0.81,0,0,0,14.54,25,NaN
2010,5,3,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.44,1.45,1.53,1.38,200,0,0.05,0,0.38,20.38,0,0,0.63,0.67,0.59,1.4,0,0,0,21.93,25,NaN
2010,5,10,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.82,2.55,2.66,2.45,200,0,NaN,0,0.33,21.02,122622,0,1.01,1.07,0.96,1.59,0,7464,0,23.21,25,NaN
2010,5,17,22:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.31,5.25,5.67,4.83,200,0,0.05,0,0.05,0.32,763454,59711,3.34,3.21,3.48,0.12,0,0,0,2.07,25,NaN
2010,5,24,23:25:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.39,1.41,1.41,1.41,200,0,NaN,0,0.26,25,121556,2133,1.42,1.4,1.44,1.94,0,0,0,32.64,25,NaN
2010,5,31,23:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.09,5.49,5.6,5.37,200,0,0.06,0,0.01,0.13,1072670,6398,5.14,4.88,5.41,0.07,0,0,31988,0.72,25,NaN
2010,6,7,23:55:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.7,2.92,3.09,2.75,200,0,0.12,0,0.21,4.82,467029,0,2.14,2.04,2.23,0.66,0,0,38386,3.41,25,NaN
2010,6,14,23:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.38,2.27,2.15,2.39,200,0,0.12,0,0.01,0.25,439306,0,2.05,2.05,2.06,0.15,0,0,34121,0.95,25,NaN
2010,6,21,22:32:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.29,7.31,6.99,7.63,200,0,NaN,0,0.18,0.99,1765750,2133,5.38,5.3,5.47,0.35,0,19193,31988,6.49,25,NaN
2010,6,28,22:42:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.43,9.27,8.77,9.78,200,0,0.06,0,0.05,0.3,2185870,2133,10.81,11.36,10.26,0.25,0,51181,10663,2.03,25,NaN
2010,7,5,23:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.54,3.17,3.3,3.03,200,0,NaN,0,0.13,0.03,238846,8530,1.74,1.79,1.69,0.08,0,104495,12795,2.77,25,NaN
2010,7,13,0:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,8.56,8.09,9.03,200,2133,NaN,0,NaN,NaN,14928,2133,2.21,2.35,2.07,NaN,2133,4265,21326,NaN,25,NaN
2010,7,19,21:07:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,3.59,3.66,3.52,200,0,0.07,0,NaN,NaN,179134,2133,1.71,1.73,1.69,NaN,6398,0,14928,NaN,25,NaN
2010,7,26,23:41:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.53,18.1,18.47,17.72,200,4265,0.07,0,0.4,0.1,3252140,6398,5.76,6.24,5.29,0.21,6398,100230,83170,12.88,25,NaN
2010,8,3,0:32:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.39,9.97,10.16,9.78,200,0,0.1,0,0.14,0,1921430,4265,3.68,3.28,4.08,0.08,4265,138616,12795,4.39,25,NaN
2010,8,9,22:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.55,8.69,8.48,8.9,200,21326,0.09,2133,0.38,0.03,110893,12795,4.5,4.72,4.27,0.32,23458,488355,8530,11.92,25,NaN
2010,8,23,23:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.86,6.82,6.67,6.97,200,0,NaN,0,4.17,0.34,125821,0,2.73,2.7,2.76,0.47,0,6398,23458,15.82,25,NaN
2010,8,31,0:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,51.81,2.72,2.66,2.79,200,0,NaN,0,15.24,0.51,0,0,2.3,2.26,2.34,2.09,0,0,0,27.5,25,NaN
2010,9,6,21:12:00,35.17,-120.741,0,Cal Poly Pier,0,0,10.67,18.28,17.72,18.85,200,0,NaN,0,6.79,0.42,119423,14928,8.23,7.84,8.63,1.3,2133,34121,108760,14.42,25,NaN
2010,9,13,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,7.95,7.71,8.2,200,0,0.05,0,NaN,NaN,34121,4265,4.03,4.01,4.05,NaN,0,0,29856,NaN,25,NaN
2010,9,20,23:12:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,1.45,1.36,1.55,200,2133,0.04,0,NaN,NaN,2133,0,1.8,1.71,1.88,NaN,0,0,0,NaN,25,NaN
2010,9,27,22:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,47.7,11.5,11.12,11.88,200,0,0.06,0,5.16,0.49,648296,4265,12.36,12.95,11.77,2.09,0,0,0,21.5,25,NaN
2010,10,4,22:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,1.01,0.98,1.04,200,0,NaN,0,NaN,NaN,2133,0,1.72,1.77,1.67,NaN,0,0,14928,NaN,25,NaN
2010,10,13,0:22:00,35.17,-120.741,0,Cal Poly Pier,0,0,24.97,4.18,4.15,4.22,200,0,0.44,0,4.67,0.4,8530,6398,1.44,1.45,1.42,0.88,0,0,38386,13.94,25,NaN
2010,10,19,21:40:00,35.17,-120.741,0,Cal Poly Pier,10663,0,3.39,5.02,4.69,5.35,200,0,NaN,0,2.72,0.37,0,12795,1.02,1.01,1.02,0.52,2133,0,0,7.74,25,NaN
2010,10,27,22:14:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,1.65,1.58,1.72,200,0,0.04,0,NaN,NaN,4265,0,1.33,1.38,1.29,NaN,0,8530,0,NaN,25,NaN
2010,11,2,22:09:00,35.17,-120.741,0,Cal Poly Pier,2133,0,NaN,6.1,6.14,6.05,200,0,NaN,0,NaN,NaN,89567,0,7.76,7.74,7.77,NaN,2133,8530,14928,NaN,25,NaN
2010,11,9,23:33:00,35.17,-120.741,0,Cal Poly Pier,2133,0,7.09,1.54,1.58,1.49,200,0,NaN,0,2.3,0.34,6398,2133,1.54,1.51,1.58,0.36,0,10663,0,6.02,25,NaN
2010,11,24,0:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,12.79,2.6,2.49,2.71,200,0,NaN,0,5.16,0.46,2133,0,2.33,2.3,2.36,1.24,0,4265,0,15.42,25,NaN
2010,12,1,0:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,20.87,1.33,1.39,1.26,200,0,0.05,0,4.31,0.31,0,2133,1.63,1.44,1.83,1.08,0,0,19193,10.34,25,NaN
2010,12,8,0:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,200,0,NaN,0,NaN,NaN,2132.55,0,NaN,NaN,NaN,NaN,0,4265.11,0,NaN,25,NaN
2010,12,14,23:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,200,0,0.07,0,NaN,NaN,0,2132.55,NaN,NaN,NaN,NaN,0,0,19193,NaN,25,NaN
2011,1,28,21:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,200,0,NaN,0,NaN,0.28,153597,0,NaN,NaN,NaN,NaN,0,0,8533,NaN,25,16.7
2011,2,1,22:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,81.1,NaN,NaN,NaN,200,0,4.94,0,11.2,0.2,0,0,NaN,NaN,NaN,1.3,0,0,726663,23.3,25,NaN
2011,2,8,21:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,3.32,3.6,3.04,200,0,2.97,0,NaN,NaN,0,0,0.64,0.72,0.56,0.09,0,17098,51294,3.87,25,12
2011,2,15,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,114.71,3.91,4.16,3.66,200,0,2.39,0,NaN,NaN,0,0,1.39,1.6,1.18,0.13,0,68392,136784,9.9,25,13
2011,2,17,19:15:00,35.17,-120.741,0,Cal Poly Pier,15409,46228,NaN,4.19,4.2,4.18,250,0,NaN,0,NaN,NaN,148956,143820,1.41,1.22,1.6,NaN,148956,0,15409,NaN,25,14.9
2011,2,18,17:00:00,35.17,-120.741,0,Cal Poly Pier,10273,0,NaN,7.74,8.15,7.33,250,0,NaN,0,NaN,NaN,0,0,1.81,2.08,1.54,NaN,102728,118138,200321,NaN,25,15.5
2011,2,19,22:50:00,35.17,-120.741,0,Cal Poly Pier,0,2778,NaN,7.39,7.51,7.26,250,0,NaN,0,NaN,NaN,244444,138889,0.94,0.94,0.95,NaN,11111,50000,11111,NaN,25,17.9
2011,2,20,17:00:00,35.17,-120.741,0,Cal Poly Pier,16667,0,NaN,12.38,14.13,10.62,175,8333,NaN,0,NaN,NaN,236111,252778,2.13,2.46,1.8,NaN,494444,0,0,NaN,25,16
2011,2,22,21:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,0.51,0.52,0.51,200,0,NaN,0,NaN,NaN,0,0,0.13,0.14,0.12,0.27,0,0,8549,8,25,12.2
2011,3,1,20:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,2.82,2.96,2.68,200,0,6.14,0,NaN,NaN,0,0,0.49,0.5,0.48,0.97,0,17098,376155,38.25,25,11.5
2011,3,10,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,0.96,1.01,0.91,200,0,NaN,0,NaN,NaN,0,0,0.28,0.29,0.26,0.73,0,0,34196,22.02,25,13
2011,3,15,22:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,189.75,1.36,1.44,1.28,200,0,NaN,0,NaN,NaN,0,0,0.61,0.64,0.57,0.94,0,0,0,29.67,25,12
2011,3,23,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,6.33,6.62,6.04,200,0,4.38,0,NaN,NaN,0,0,1.09,1.22,0.96,2.34,0,0,0,65.15,25,10.5
2011,3,29,21:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,0.86,0.87,0.85,200,0,0.23,0,NaN,NaN,0,0,0.41,0.45,0.36,1.71,0,0,0,54.11,25,14
2011,4,5,22:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,1.63,1.62,1.65,200,0,NaN,0,NaN,NaN,0,8549,0.27,0.27,0.26,1.17,0,0,0,26.3,25,16
2011,4,13,22:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,4.2,3.7,4.7,200,0,0.51,0,NaN,NaN,1162660,0,0.69,0.64,0.74,1.04,0,0,376155,25.51,25,13
2011,4,21,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,16.62,16.64,16.6,200,0,0.07,0,NaN,NaN,1049220,0,3.16,3.12,3.2,0.23,0,6398,14928,6.27,25,14
2011,4,28,21:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,12.65,21,4.3,200,0,NaN,0,NaN,NaN,1157980,0,19.8,7.6,32,0.5,0,0,0,7.39,25,13
2011,5,5,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,152.06,3.36,3.52,3.2,200,0,NaN,0,NaN,NaN,1042820,0,2.09,1.96,2.22,0.08,0,0,0,1.86,25,14
2011,5,20,18:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,0.72,0.75,0.68,200,0,NaN,0,NaN,NaN,0,0,0.49,0.46,0.51,0.51,0,0,0,6.57,25,14
2011,6,3,19:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,21.25,24.9,17.6,200,0,NaN,0,NaN,NaN,594914,0,11.3,12.4,10.2,0.28,0,0,0,13,25,14
2011,6,10,18:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,8.43,7.5,9.36,200,0,NaN,0,NaN,NaN,390212,0,2.91,2.74,3.08,0.18,0,0,0,5.88,25,14
2011,6,24,18:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,0.96,0.96,0.96,200,0,NaN,0,NaN,NaN,76763,2132,0.39,0.4,0.38,0.35,0,0,0,7.71,25,16
2011,7,1,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,6397,NaN,9.9,9.9,9.9,200,0,0.04,0,NaN,NaN,1844440,0,3.2,3.6,2.8,0.37,0,0,14926,13.42,25,16
2011,7,15,20:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.96,3.19,2.98,3.4,200,0,0.05,0,8.05,0.41,142865,0,0.6,0.54,0.66,1.05,0,38382,6397,16.35,25,17
2011,7,29,19:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.79,7.39,7.02,7.76,200,0,0.79,0,1.65,0.16,17058,4265,0.95,0.9,1,0.47,14926,36249,81028,5.97,25,17
2011,8,12,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.92,14.26,14.5,14.02,200,0,0.21,0,4.43,0.3,1281520,0,1.88,2,1.76,0.87,0,95954,70366,12.07,25,17
2011,8,29,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.2,2.13,1.66,2.6,200,2132,0.42,0,1.61,0.07,125806,2132,0.52,0.4,0.64,0.56,6397,57572,14926,3.11,25,17
2011,9,14,22:30:00,35.17,-120.741,0,Cal Poly Pier,NaN,NaN,2.43,1.85,1.98,1.71,200,NaN,NaN,NaN,0.98,0.07,NaN,NaN,0.28,0.3,0.25,0.45,NaN,NaN,NaN,3.3,25,18
2011,9,27,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.89,3.31,3.36,3.26,200,0,NaN,0,3.14,0.24,8549,0,0.7,0.68,0.72,0.65,0,0,0,11.01,25,17
2011,10,13,23:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.28,2.85,3.02,2.68,200,0,0.04,0,10.22,0.58,0,0,0.59,0.62,0.56,1.34,0,17098,0,25.17,25,16
2011,10,31,22:45:00,35.17,-120.741,0,Cal Poly Pier,0,42745,1.06,4.94,4.84,5.04,200,0,NaN,0,1.97,0.12,17098,0,0.53,0.54,0.52,0.43,17098,34196,2350970,4.79,25,15
2011,11,17,23:00:00,35.17,-120.741,0,Cal Poly Pier,0,42745,2.43,6.32,6.86,5.78,200,0,0.37,0,4.47,0.1,376155,25647,0.37,0.34,0.4,0.57,0,0,1470420,3.64,25,14
2011,12,3,23:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.82,1.54,1.52,1.56,200,0,NaN,0,7.04,0.29,8549,0,0.68,0.68,0.68,1.06,0,0,51294,16.03,25,13
2011,12,17,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.9,NaN,NaN,NaN,200,8549,NaN,0,7.46,0.22,0,0,NaN,NaN,NaN,0.86,0,0,0,13.11,25,13.5
2012,1,12,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,NaN,NaN,NaN,NaN,200,0,NaN,0,NaN,NaN,356095,0,NaN,NaN,NaN,NaN,0,34117,0,NaN,25,13.7
2012,1,18,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.49,NaN,NaN,NaN,200,0,NaN,0,19.43,0.34,14926,0,NaN,NaN,NaN,1.42,0,0,4265,14.58,25,12.7
2012,1,18,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.49,NaN,NaN,NaN,200,0,NaN,0,19.46,0.34,36959,0,NaN,NaN,NaN,1.42,0,0,10560,14.58,25,13.7
2012,1,31,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.05,NaN,NaN,NaN,200,0,NaN,0,17.76,0.41,19191,0,NaN,NaN,NaN,1.55,0,0,2132,22.03,25,12.3
2012,1,31,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.05,NaN,NaN,NaN,200,0,NaN,0,17.79,0.41,47518,0,NaN,NaN,NaN,1.55,0,0,5280,22.03,25,12.7
2012,2,15,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.83,NaN,NaN,NaN,200,0,NaN,0,11.4,0.3,89757,0,NaN,NaN,NaN,1.09,0,0,0,13.17,25,12.3
2012,2,15,20:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.83,NaN,NaN,NaN,200,0,NaN,0,11.41,0.3,36249,0,NaN,NaN,NaN,1.09,0,0,0,13.17,25,11.9
2012,3,3,20:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.67,NaN,NaN,NaN,200,0,NaN,0,21.47,0.33,10560,0,NaN,NaN,NaN,1.55,0,0,0,24.02,25,11.9
