Project: Harmful Algal Blooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,3,21:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.67,NaN,NaN,NaN,200,0,NaN,0,21.45,0.33,4265,0,NaN,NaN,NaN,1.55,0,0,0,24.02,25,12.2
2012,3,21,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.65,NaN,NaN,NaN,200,0,NaN,0,16.79,0.31,84477,0,NaN,NaN,NaN,1.34,0,0,47518,21.36,25,12.2
2012,3,21,22:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.65,NaN,NaN,NaN,200,0,NaN,0,16.82,0.31,34117,0,NaN,NaN,NaN,1.34,0,0,19191,21.36,25,13
2012,4,4,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.77,3.95,3.68,4.22,200,0,NaN,0,25.18,0.49,240951,0,1.77,1.6,1.94,2.35,0,0,6397,31.1,25,12.9
2012,4,18,22:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2,1.29,1.01,1.56,200,0,NaN,0,20.56,0.32,4265,0,0.59,0.46,0.72,1.66,0,0,0,25.18,25,13.8
2012,5,2,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.35,1.33,1.36,1.3,200,0,NaN,0,12.26,0.31,14926,0,0.85,0.92,0.78,1.3,0,0,4265,18.54,25,13.8
2012,5,17,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.67,1.54,1.48,1.6,200,0,NaN,0,20.67,0.45,14926,0,0.59,0.54,0.64,2.1,0,0,10662,32.04,25,15.2
2012,6,4,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.13,2.9,2.72,3.08,200,0,NaN,0,1.02,0.17,0,0,2.21,2,2.42,0.42,0,0,0,7.46,25,15
2012,6,14,23:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.5,3.71,3.8,3.62,200,0,0.48,0,0.88,0.09,562929,2132,1.8,1.72,1.88,0.24,0,0,40514,0.52,25,15.3
2012,6,29,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.83,4.26,4.5,4.02,200,2132,0.29,0,0.95,0.11,59705,2132,1.14,1.26,1.02,0.32,2132,0,29852,1.09,25,16.1
2012,7,11,18:15:00,35.17,-120.741,0,Cal Poly Pier,0,2132,1.59,3.11,3.22,3,200,0,0.39,0,1.01,0.16,25588,8529,1.14,1.08,1.2,0.42,0,0,59705,3.94,25,15.9
2012,7,28,19:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.43,2.84,2.8,2.88,200,2132,NaN,0,1.08,0.17,0,8529,1.06,1.1,1.02,0.4,0,0,2132,4.35,25,13.9
2012,8,13,21:55:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.05,14,14.5,13.5,200,534,NaN,0,0.44,0.05,330890,2135,4.5,4.2,4.8,0.18,0,9073,0,2.17,25,15.9
2012,8,24,19:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.36,5.16,5.04,5.28,200,0,0.07,0,1.98,0.16,195332,2668,2.13,2.26,2,0.41,0,22949,5871,2.34,25,11
2012,9,7,22:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.9,6.14,6.1,6.18,200,0,NaN,0,2.79,0.37,60841,1067,1.84,1.64,2.04,0.81,0,0,8005,10.33,25,NaN
2012,9,20,23:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.58,5.98,6.32,5.64,200,534,0.79,0,0.57,0.08,242297,11208,2.49,2.66,2.32,0.32,534,0,10674,4.2,25,15.9
2012,10,5,0:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.25,4.32,4.32,4.32,200,534,NaN,0,1.11,0.26,0,6938,1.62,1.6,1.64,0.71,534,0,0,13.51,25,15.8
2012,10,19,23:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.88,3.26,3.68,2.84,200,0,4.42,0,2.48,0.2,3736,534,0.99,1.12,0.86,0.64,0,3202,39493,4.23,25,17
2012,11,2,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.38,2.21,2.18,2.24,200,0,NaN,0,3.02,0.26,3202,2135,1.13,1.04,1.22,0.78,0,0,534,8.45,25,15
2012,11,16,15:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.7,2.79,2.62,2.96,200,0,NaN,1067,13.67,0.39,1601,534,1.41,1.42,1.4,1.42,0,0,2135,11.4,25,13
2012,11,29,14:35:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.56,1.66,1.78,1.54,200,0,NaN,0,2.82,0.38,2135,0,1.35,1.32,1.38,0.8,0,0,534,7.61,25,13
2012,12,6,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.2,3.34,3.48,3.2,200,0,NaN,534,5.2,0.3,2668,9073,1.23,1.36,1.1,1.05,0,2668,0,8.13,25,15
2012,12,14,18:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.33,1.87,1.4,2.34,200,0,NaN,0,4.24,0.37,2668,534,1.21,0.96,1.46,0.69,0,0,0,8.11,25,12
2012,12,31,17:35:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.18,1.4,1.38,1.42,200,0,NaN,0,7.22,0.42,1601,1067,1.14,1.14,1.14,0.86,0,0,534,13.55,25,12
2013,1,11,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.05,1.15,1,1.3,200,0,NaN,0,13.88,0.44,3736,0,1.6,1.48,1.72,0,0,0,0,20.13,25,12
2013,1,19,0:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.65,1.11,1.02,1.2,200,0,NaN,0,28.06,0.49,6938,0,0.53,0.49,0.56,1.95,0,0,0,30.29,25,12
2013,1,25,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.24,1.5,1.5,NaN,200,0,NaN,1067,8.65,0.13,1601,4803,2.24,2.24,NaN,0.96,0,0,0,8.46,25,12
2013,2,1,22:30:00,35.17,-120.741,0,Cal Poly Pier,0,1067,2.31,1.19,1.22,1.16,200,0,NaN,534,5.36,0.19,2135,2135,0.59,0.53,0.66,1.01,0,0,1067,8.7,25,11.5
2013,2,8,21:30:00,35.17,-120.741,0,Cal Poly Pier,0,1067,1.02,1.06,1.06,NaN,200,0,NaN,0,5.9,0.19,16544,1601,1.4,1.4,NaN,0.82,0,0,0,8.18,25,11
2013,2,14,0:15:00,35.17,-120.741,0,Cal Poly Pier,0,534,2.29,2.09,1.98,2.2,200,0,NaN,0,8.68,0.26,22949,1067,0.18,0.18,0.18,0.98,0,2668,3202,10.84,25,12
2013,2,22,21:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.76,NaN,NaN,NaN,200,0,NaN,0,4.99,0.19,80588,0,NaN,NaN,NaN,0.76,0,0,1601,8.18,25,12
2013,3,3,2:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.84,4.03,4.02,4.04,200,0,NaN,0,14.12,0.29,26151,0,1.37,1.5,1.24,1.32,0,8005,534,20.47,25,12
2013,3,8,21:20:00,35.17,-120.741,0,Cal Poly Pier,0,534,0.28,9.11,12.9,5.32,200,0,NaN,0,4.88,0.18,13876,1601,1.18,1.4,0.96,0.85,0,5337,2668,6.2,25,11
2013,3,16,0:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.23,21.45,21.1,21.8,200,0,NaN,0,3.14,0.02,302070,534,3,2.8,3.2,0.24,1067,0,21348,1.57,25,15
2013,3,20,19:20:00,35.17,-120.741,0,Cal Poly Pier,0,2135,0.37,11.3,8.4,14.2,200,0,NaN,0,0.37,0.01,364512,534,11.1,16.4,5.8,0.23,1067,14410,13876,0.59,25,12
2013,4,1,20:50:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.98,2.24,2.3,2.18,200,0,NaN,0,5.67,0.03,165979,2135,0.72,0.74,0.7,0.56,1601,2135,33089,1.88,25,14
2013,4,5,18:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.47,0.53,0.39,0.67,200,0,NaN,0,0.75,0.02,28819,0,0.41,0.43,0.38,0.24,0,2668,3736,0.78,25,14
2013,4,12,17:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.63,3.98,4.04,3.92,200,0,NaN,0,19.49,0.24,9073,534,1.01,0.96,1.06,1.85,534,2135,0,25.48,25,9
2013,4,17,22:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.63,6,4.02,7.89,200,0,NaN,534,5.96,0.26,291930,0,1.64,1.12,2.16,0.67,534,40561,39493,12.51,25,12
2013,4,23,19:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.78,3.81,3.79,3.82,200,0,NaN,0,12.44,0.23,255639,534,1.03,1.02,1.03,0.82,0,4803,39493,3.88,25,14
2013,5,1,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.84,1.41,1.76,1.06,200,534,NaN,0,9.29,0.19,18146,1067,0.82,1.02,0.61,0.96,0,6938,10140,6.5,25,14
2013,5,11,19:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.34,2.83,2.96,2.7,200,5871,NaN,0,7.42,0.23,8539,3202,0.75,0.8,0.7,0.59,0,24016,19213,7.4,25,14.5
2013,5,17,18:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.61,12.52,12.52,NaN,200,0,NaN,0,3.51,0.16,413612,3736,2.16,2.16,NaN,0.52,0,44297,123817,10.23,25,13
2013,5,24,10:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.47,8.17,8.34,8,200,0,NaN,0,7.94,0.26,164377,534,1.97,2.1,1.84,0.75,0,24550,357041,16.25,25,11.7
2013,5,31,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.27,16.2,14.5,17.9,200,0,NaN,0,0.76,0.14,551839,534,8.85,12.8,4.9,0.31,0,88593,272183,15.67,25,12.2
2013,6,7,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.25,2.38,2.26,2.5,200,534,NaN,0,0.22,0.03,27218,534,0.75,0.8,0.7,0.11,0,2668,36291,1.12,25,13.9
2013,6,18,0:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.24,3.13,3.14,3.12,200,534,NaN,0,1.17,0.2,5871,0,0.97,0.96,0.98,0.54,0,1067,0,11.51,25,14.4
2013,6,27,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,2135,0.99,9.1,16.6,1.6,200,1067,NaN,2135,3.94,0.17,104070,25084,2.46,4.5,0.41,0.8,534,12809,801607,6.26,25,14.5
2013,7,2,15:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.1,4.96,5.06,4.86,200,534,NaN,0,0.39,0.1,13342,8539,1.78,1.74,1.82,0.32,534,36291,391731,2.09,25,13.3
2013,7,11,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,2668,4.63,1.32,1.42,1.23,200,0,NaN,1067,8.25,0.29,7472,8529,0.66,0.72,0.6,1.32,0,534,1067,10.64,25,15.2
2013,7,18,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.9,2.56,2.42,2.7,200,0,NaN,534,10.85,0.5,4803,1599,0.76,0.7,0.82,1.63,13342,11741,1601,27.48,25,13.3
2013,7,25,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,1601,0.6,4.99,4.02,5.96,200,0,NaN,2668,3.43,0.09,8005,8529,0.74,1.48,2,0.49,412011,350103,3202,3.97,25,14.3
2013,8,1,16:00:00,35.17,-120.741,0,Cal Poly Pier,1066,2665,2.09,4.81,3.82,5.8,200,0,NaN,6397,1.49,0.17,54374,4798,1.65,1.26,2.04,0.53,2132,4265,12794,4.77,25,NaN
2013,8,7,21:45:00,35.17,-120.741,0,Cal Poly Pier,0,1066,0.5,13.9,13.9,13.9,200,0,NaN,1599,0.55,0.13,4265,2132,3.85,3.7,4,0.56,50109,126872,681272,7.43,25,14.8
2013,8,15,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.26,3.43,3.5,3.36,200,0,NaN,533,0.14,0.05,1066,533,0.96,0.9,1.02,0.12,27720,14393,127405,1.03,25,16
2013,8,21,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.27,2.3,2.52,2.08,200,0,NaN,0,2.19,0.1,43712,0,0.64,0.74,0.54,0.58,0,0,0,7.8,25,15.3
2013,8,29,17:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.72,3.01,2.7,3.32,200,0,NaN,0,5.94,0.32,2132,5864,0.85,0.76,0.94,1.45,0,0,1599,14.32,25,14.1
2013,9,5,18:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.76,5.06,5.18,4.94,200,0,NaN,0,1.12,0.13,4798,21856,1.66,1.66,1.66,0.64,0,14393,30918,3.76,25,16.5
2013,9,12,21:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.91,6.76,6.54,6.98,200,0,NaN,0,2.44,0.21,294258,19724,1.42,1.54,1.3,0.68,1066,38915,69300,10.38,25,15.8
2013,9,19,18:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.36,8.06,8.04,8.08,200,0,NaN,0,3.05,0.25,526147,3198,1.77,1.8,1.74,0.97,0,47977,266005,14.84,25,13.5
2013,9,28,21:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.33,12.35,10.9,13.8,200,0,NaN,0,0.47,0.01,309185,14926,2.4,2.3,2.5,0.2,533,268671,579454,1.68,25,NaN
2013,10,5,0:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.98,2.66,2.76,2.56,200,0,NaN,0,1.19,0.1,230822,38915,0.7,0.68,0.72,0.67,0,50109,226025,5.67,25,NaN
2013,10,12,18:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.64,1.72,1.72,1.72,200,0,NaN,0,0.43,0.09,81561,97020,1.14,1.16,1.12,0.36,0,6397,13860,0.68,25,13.8
2013,10,17,23:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.92,2.54,2.5,2.58,200,2665,NaN,0,2,0.2,22922,1599,0.7,0.7,0.7,0.51,3732,2132,0,4.41,25,15.4
2013,10,25,16:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.4,4.33,4.6,4.06,200,0,NaN,0,2.87,0.33,533,9062,1.26,1.08,1.44,0.9,533,0,0,12.26,25,14.6
2013,11,2,18:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.05,2.73,2.7,2.76,200,0,NaN,0,7.45,0.43,76230,5864,0.62,0.6,0.64,1.12,0,0,9062,15.81,25,14
2013,11,11,21:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.9,6.91,7.1,6.72,200,0,NaN,0,0.59,0.13,170585,22922,1.29,1.16,1.42,0.26,1599,0,7463,4.16,25,14.2
2013,11,17,23:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.98,6.2,6.6,5.8,200,533,NaN,0,2.4,0.21,0,19724,1.34,1.26,1.42,0.79,0,0,0,13.51,25,NaN
2013,11,25,15:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.35,15.5,18.5,12.5,200,0,NaN,0,1.35,0.2,262274,6397,3.75,4.1,3.4,0.73,533,14393,57039,7.71,25,NaN
2013,12,1,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.34,1.6,1.64,1.56,200,533,NaN,0,0.79,0.14,18125,3732,0.64,0.66,0.62,0.49,533,2132,0,4.86,25,NaN
2013,12,8,23:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.03,2.58,2.66,2.5,200,0,NaN,0,8.44,0.31,4798,5864,0.7,0.7,0.7,1.14,1599,0,0,12.89,25,12.7
2013,12,13,20:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.5,4.67,4.8,4.54,200,0,NaN,0,11.58,0.49,4265,4798,1.13,1.16,1.1,1.33,2665,0,5331,18.27,25,11.9
2013,12,18,21:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.44,8.5,9.5,7.5,200,1066,NaN,0,1.28,0.01,47977,0,2.3,1.9,2.7,0.39,3198,0,0,1.84,25,12.8
2014,1,5,22:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.48,1.73,1.82,1.64,200,1066,NaN,0,2.97,0.15,2665,1066,0.54,0.54,0.54,0.65,533,2132,1066,5.63,25,13.6
2014,1,10,19:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.16,1.06,1.05,1.06,200,0,NaN,0,12.89,0.23,5864,533,0.53,0.5,0.55,1.41,0,2132,0,12.13,25,13.5
2014,1,17,20:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.58,1.2,1.25,1.15,200,0,NaN,0,7.69,0.25,9595,3198,0.57,0.6,0.54,0.88,0,0,0,10.68,25,13
2014,1,24,20:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.38,1.34,1.34,1.34,200,533,NaN,0,4.84,0.16,533,1599,0.97,0.94,1,0.67,0,0,0,5.95,25,13.5
2014,1,31,20:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.9,1.16,0.93,1.39,200,1066,NaN,0,2.99,0.07,0,5331,0.2,0.67,-0.28,0.83,0,0,0,3.75,25,13
2014,2,17,19:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.99,1.48,1.54,1.42,200,0,NaN,0,6.95,0.42,533,533,6.5,6.6,6.4,1.08,0,1599,0,11.62,25,11.9
2014,2,23,21:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.84,1.08,1.11,1.04,200,0,NaN,0,10.16,0.29,1066,2132,0.45,0.44,0.46,0.92,0,0,0,12.66,25,13.2
2014,3,2,20:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.75,1.46,1.54,1.38,200,0,NaN,0,13.27,0.3,1066,3732,1.79,1.84,1.74,1.5,0,0,0,16.71,25,13.6
2014,3,9,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.67,2.11,2.08,2.14,200,0,NaN,0,4.75,0.17,3198,2132,0.81,0.8,0.82,0.42,533,0,0,6.79,25,14.5
2014,3,17,16:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.73,2.22,2.24,2.2,200,533,NaN,0,6.47,0.09,150328,1599,1.35,1.38,1.32,0.78,533,5331,4265,6.47,25,13.1
2014,3,30,20:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.75,4.76,4.44,5.08,200,0,NaN,0,3.95,0.13,347033,4798,3.48,4.42,2.52,0.66,0,0,54374,3.35,25,12.7
2014,4,7,15:35:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.31,2.91,2.76,3.06,200,0,NaN,0,11.29,0.23,382216,1066,1.35,1.28,1.42,1.13,0,19191,37315,12.03,25,12.5
2014,4,14,16:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.02,8.45,8.9,8,200,0,NaN,0,12.89,0.27,790553,0,2.75,2.7,2.8,1.13,0,84759,127405,5.36,25,10.9
2014,4,21,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.56,11.9,12.6,11.2,200,0,NaN,0,6.83,0.05,768697,0,7.5,5.6,9.4,0.69,0,163655,386481,3.69,25,14.1
2014,4,28,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,3.85,2.05,1.98,2.12,200,0,NaN,0,17.8,0.36,57039,0,1.54,1.38,1.7,1.52,0,19191,53308,18.48,25,11.2
2014,5,5,16:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.07,3.1,3.64,3.57,200,0,NaN,0,1.07,0.01,350764,0,2,1.95,2.05,0.29,0,29319,159390,2.22,25,NaN
2014,5,12,16:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.58,13.65,13.6,13.7,200,0,NaN,0,7.49,0.29,882775,0,4.1,4.7,3.5,0.78,0,0,363558,8.83,25,11.6
2014,5,19,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.65,2.79,2.66,2.92,200,0,NaN,0,2.15,0.02,109814,0,1.07,0.88,1.27,0.45,0,21323,49576,1.37,25,15.9
2014,6,2,17:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.01,1.5,1.82,1.17,200,0,NaN,0,1.79,0.22,47977,1066,0.46,0.56,0.36,0.6,0,73565,115145,4.18,25,NaN
2014,6,11,22:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.6,7.19,7.04,7.34,200,0,NaN,0,1.94,0.06,260675,3732,0.93,0.92,0.94,0.14,0,47977,212698,0.72,25,NaN
2014,6,25,1:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.36,7.13,6.98,7.28,200,0,NaN,0,1.95,0.06,389679,7996,0.57,0.4,0.74,0.15,0,1066,17592,0.62,25,NaN
2014,6,30,23:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.4,2.38,2.3,2.46,200,0,NaN,0,1.96,0.05,61837,6930,0.39,0.4,0.38,0.39,0,4265,3732,4.73,25,NaN
2014,7,8,1:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.32,7.52,7.4,7.64,200,0,NaN,0,1.97,0.04,314515,13860,3.5,3.52,3.48,0.21,0,0,3732,6.05,25,NaN
2014,7,22,2:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.41,5.24,5.14,5.34,200,0,NaN,0,1.92,0.08,49043,21323,1.77,1.84,1.7,0.27,0,0,1066,3.68,25,NaN
2014,7,27,13:50:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.91,7.92,7.62,8.22,200,0,NaN,0,1.81,0.2,43712,50642,3.13,3.46,2.8,0.67,0,0,3732,9.14,25,NaN
2014,8,5,20:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.41,2.45,2.6,2.3,200,0,NaN,0,1.97,0.04,10128,13327,0.51,0.52,0.5,0.33,0,1066,0,5.98,25,NaN
2014,8,12,0:05:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.37,4.96,4.82,5.1,200,0,NaN,0,1.82,0.19,50109,12261,1.59,1.52,1.66,0.44,0,27720,0,7.82,25,NaN
2014,8,18,15:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.26,5.13,5.48,4.78,200,0,NaN,0,1.9,0.11,20257,4265,1.39,1.52,1.26,0.51,0,0,2132,2.83,25,NaN
2014,8,27,2:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.4,5.72,4.64,6.8,200,0,NaN,0,1.87,0.14,59172,21323,1.69,1.38,2,0.65,0,1599,1066,9.15,25,NaN
2014,9,1,15:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.64,2.97,3.02,2.92,200,0,NaN,0,1.88,0.13,2665,14926,1.09,1.12,1.06,0.44,0,0,0,5.62,25,NaN
2014,9,8,23:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.61,10.2,8.9,11.5,200,0,NaN,0,0.29,0.05,24522,24522,2.25,2.1,2.4,0.52,0,0,0,13.42,25,NaN
2014,9,15,18:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.35,2.36,2.34,2.38,200,0,NaN,0,1.98,0.03,26121,3198,0.61,0.66,0.56,0.63,0,8529,0,9.94,25,NaN
2014,9,21,21:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.85,6.08,5.9,6.26,200,0,NaN,0,0.36,0.09,20790,45312,1.45,1.48,1.42,0.4,0,0,0,7,25,NaN
2014,9,29,20:20:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.49,1.57,1.68,1.45,200,0,NaN,0,3.65,0.29,14393,9062,0.4,0.42,0.37,0.64,0,0,0,11.23,25,NaN
2014,10,7,1:40:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.63,2.43,2.42,2.44,200,0,NaN,0,1.18,0.01,533,26654,0.57,0.56,0.58,0.31,0,0,3198,2.46,25,NaN
